0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37
0.1442534949468617,0.5117392519419077,0.42022522695173115,0.5636439437152936,0.5927841750790848,2.5119666067122237,2.6452642820867505,0.04401886625086618,0.04659969539915335,0.28718480037380856,-0.3241980969905853,-0.31639337539672857,0.133759974502027,-0.04046441987156871,0.3599781021475791,-0.3591984584927558,0.05106101930141452,-0.01903167366981498,0.3089170828461646,-0.3401667848229408,-0.13976916670799255,-0.13871783018112188,0.1078997002914548,0.027245979756116902,0.0258602742105722,-0.0677103996276856,-0.18442893028259277,-0.1776755452156067,6.725381364776334,1.1220814556175622,6.725381364776334,0.47716103494167317,1.0,1.3830973326413325,-0.2511325627565383,-0.00453263521194458,-0.1042308090254664,0.7229122370481491
0.1523900675474905,0.5081510540355725,0.4154403288255985,0.560855975048935,0.5881407664286308,2.565936542152164,2.665869340660827,0.02444675879034381,0.04649786041141761,0.28421031638896055,-0.3246584832668305,-0.31946238875389105,0.13385530281811941,-0.04051947593688961,0.3563898354768752,-0.35963407158851624,0.048677310347557096,-0.022603049874305697,0.3077125251293181,-0.3370310217142105,-0.14139357209205633,-0.1422645747661591,0.1060698442161083,0.023391366004943896,0.0277854586020111,-0.0639108419418335,-0.18326491117477417,-0.17719781398773193,3.755198374105267,0.34515225030474356,3.755198374105267,0.4750633984804153,1.0,1.4009965318914814,-0.2397982887923717,-0.005145132541656494,-0.0975881777703762,0.7197262346744537
0.1553466505256178,0.5008390633909001,0.4125757410024523,0.5578014343324804,0.5846212342894191,2.5631639099888273,2.6896174917670184,0.013655706910613115,0.047090935156241374,0.26864622501064367,-0.3249402344226837,-0.3211294710636139,0.1334002343937753,-0.0338280126452446,0.3542397767305374,-0.35656537115573883,0.046881198883056696,-0.022168830037117004,0.30735857784748066,-0.3343965411186218,-0.14291247725486755,-0.14433321356773376,0.10357982665300369,0.026501085609197596,0.0298204077407716,-0.060329098254442194,-0.18202775716781616,-0.17679625749588013,2.953960749578492,0.22229003365765462,2.953960749578492,0.4708626121282577,1.0,1.4020398826164686,-0.23124943301081657,-0.0060759782791137695,-0.0934262946248053,0.7178443670272827
0.1556012454320588,0.49214787347267064,0.4100251937312125,0.5563371987945241,0.581846975031472,2.5540256696591044,2.7100750532972593,0.0013814752201044397,0.046938032263162476,0.2351807949776935,-0.3258646130561829,-0.3244970440864563,0.132606379687786,-0.024996927008032802,0.3534870594739913,-0.3522769436240196,0.0453709214925766,-0.020175352692604093,0.3081161379814147,-0.3321015909314155,-0.1443872451782227,-0.14737582206726074,0.10116113908588881,0.030971683561801897,0.0314452406018972,-0.055968610569834695,-0.1814773678779602,-0.17712122201919556,2.992569031151231,0.39767709303979726,2.992569031151231,0.4660132229328155,1.0,1.4021948199401408,-0.2226958200335502,-0.006905555725097656,-0.0877450611442327,0.7182711362838745
0.1529235876537532,0.4758372517289593,0.40732706695586646,0.5522261906371708,0.5790628497808734,2.4786724616848375,2.726902214178388,-0.011882359728601482,0.04628136994961701,0.18763356330695213,-0.326642245054245,-0.3269265592098236,0.1311955060809849,-0.006805406883358999,0.3533714711666107,-0.3423354551196097,0.044362202286720304,-0.012656465172767584,0.3090092688798904,-0.3296789899468421,-0.14544567465782166,-0.14923861622810364,0.0986872017383575,0.044735405594110496,0.0325083043426274,-0.05154081247746949,-0.18119657039642334,-0.17768794298171997,3.7000720743254067,0.8508221380254669,3.7000720743254067,0.45609761774539936,1.0,1.3905347828216248,-0.21418944746255858,-0.007588744163513184,-0.081201858818531,0.7194736152887344
0.14814334047862276,0.4531889949267406,0.4038406037766463,0.5456106629488614,0.5762705436751951,2.3621085241539728,2.7392256300425935,-0.02552367617877225,0.04544538635157975,0.12161217835858035,-0.32784655690193176,-0.3275927007198334,0.1287987753748893,0.0211954824626445,0.3538066893815993,-0.32741015404462803,0.043592080473899814,-0.0006408840417862216,0.3102146089076995,-0.3267692700028418,-0.146699458360672,-0.14888641238212585,0.0962005686014891,0.0665045296773314,0.032598206773400196,-0.0453090472146869,-0.18114709854125977,-0.17870628833770752,3.999318419550667,0.7599262570890957,3.999318419550667,0.4415515512228011,1.0,1.3718351812511866,-0.2053959928452967,-0.008458375930786133,-0.0717887859791516,0.7211524099111557
0.13953015383472653,0.4350565559312197,0.39879691125273103,0.5414815897679767,0.5734006831058133,2.319468775175289,2.7523866394312475,-0.03722498378511837,0.04607004750217917,0.02299704078362385,-0.3292639255523682,-0.3284485042095185,0.12487086467444891,0.044922943226993,0.3546893373131751,-0.3148032128810882,0.042998552322387695,0.008221060037612887,0.3116907849907874,-0.3230242729187011,-0.14782547950744634,-0.14823099970817571,0.0928405951708556,0.0805817209184169,0.0320302695035933,-0.0356587776914239,-0.18143844604492188,-0.18021750450134277,4.791737183601973,0.6888766486790886,4.791737183601973,0.4373229891061782,1.0,1.403918498553764,-0.19422287493944157,-0.00986170768737793,-0.0587363746017216,0.7235131710767746
0.1287650786773158,0.4224187269114179,0.3904306602788873,0.5404271979185686,0.5700613345416744,2.367768371757427,2.7602658004716356,-0.05396202672079307,0.04821609007966883,-0.11350293603423692,-0.3312110304832459,-0.33020210266113287,0.1196466274559497,0.0587811665609478,0.35572490096092224,-0.3057013154029845,0.04258741438388822,0.011113062500953702,0.313137486577034,-0.3168143779039382,-0.14822345972061163,-0.14926415681838995,0.0893007712438703,0.0830367319285869,0.0303458562120794,-0.0242555653676391,-0.18298757076263428,-0.18093794584274292,4.459940045600767,0.7166996979681352,4.459940045600767,0.4306829720735549,1.0,1.454425337051725,-0.17965653911232932,-0.0096207857131958,-0.0415376825258135,0.7267169058322906
0.11559682725048137,0.4146333750122933,0.3832757049339419,0.5426445211862516,0.5676162434979725,2.4343843852401568,2.759861150469373,-0.07119530304164423,0.048427118462885735,-0.3577441277193636,-0.33238160610198975,-0.33370688557624817,0.1139813885092735,0.0640351553447543,0.3559170067310332,-0.2993751466274261,0.042866796255111694,0.012004718184471103,0.3130502104759215,-0.31137986481189717,-0.14881855249404907,-0.1519031822681427,0.08670336008071901,0.0798403732478617,0.0272780284285545,-0.0158052179031074,-0.18356305360794067,-0.18180370330810547,4.509601761627316,0.8497688152157442,4.509601761627316,0.4251420646905898,1.0,1.4829805471212936,-0.169769037514925,-0.009976685047149658,-0.0258137732744216,0.7310482114553452
0.10833235868048822,0.40906744453677885,0.3778287861323471,0.5462988444221419,0.5668012735933844,2.4913486155955273,2.757352890074385,-0.08899430668945073,0.04914492982231486,-0.6228383625688518,-0.33367019891738897,-0.33756840229034424,0.1076519079506397,0.0648810090497135,0.3556316122412681,-0.2946235910058021,0.042905524373054504,0.012146666646003695,0.3127260878682136,-0.30677025765180577,-0.14968144893646246,-0.1545490026473999,0.08399019530043,0.07558888942003239,0.0236617126502097,-0.0107078803703189,-0.1839887499809265,-0.18301939964294434,5.037899933553365,1.0480482217896425,5.037899933553365,0.4203599989414214,1.0,1.4587343916286188,-0.1622844636440276,-0.010935366153717041,-0.0127721973694861,0.736333392560482
